Commercial_Compound,Training_Compound,Tanimoto_Similarity,Purchase
69,74,0.44376528117359415,0
70,74,0.43670886075949367,0
71,74,0.5067985166872683,0
72,74,0.35172413793103446,0
73,74,0.40384615384615385,0
75,74,0.4827109266943292,0
76,74,0.35564853556485354,0
77,74,0.4653333333333333,1
78,74,0.49017038007863695,1
79,74,0.38902743142144636,0
80,74,0.340878828229028,0
81,74,0.44801980198019803,0
82,74,0.3494475138121547,0
83,74,0.39688249400479614,0
84,74,0.4881889763779528,0
85,74,0.39779005524861877,0
86,74,0.41299019607843135,0
87,74,0.4647887323943662,1
88,74,0.44302176696542894,0
89,74,0.3987421383647799,0
90,74,0.4051841746248295,0
91,74,0.40595238095238095,0
92,74,0.37170263788968827,0
93,74,0.4507042253521127,0
94,74,0.37735849056603776,1
95,74,0.4406548431105048,0
96,74,0.4536082474226804,0
97,74,0.3314993122420908,0
98,74,0.36989795918367346,0
99,74,0.42597087378640774,0
100,74,0.40341655716162944,0
1,75,0.47468354430379744,0
2,75,0.45652173913043476,1
3,75,0.3776932826362484,0
4,75,0.437046004842615,0
5,75,0.43784530386740333,0
6,75,0.4324693042291951,0
7,75,0.3791208791208791,0
8,75,0.4322250639386189,0
9,75,0.3616734143049933,0
10,75,0.43949930458970793,0
11,75,0.3754889178617992,0
12,75,0.3893333333333333,0
13,75,0.451693851944793,0
14,75,0.4013071895424837,0
15,75,0.44605263157894737,0
16,75,0.3934624697336562,0
17,75,0.34024896265560167,0
18,75,0.44030808729139925,0
19,75,0.3841059602649007,0
20,75,0.39896373056994816,0
21,75,0.4257907542579075,0
22,75,0.3442838370565046,0
23,75,0.39763779527559057,0
24,75,0.3879310344827586,1
25,75,0.5225988700564972,0
26,75,0.44121532364597094,1
27,75,0.5,0
28,75,0.4175824175824176,1
29,75,0.38413098236775817,0
30,75,0.410427807486631,0
31,75,0.43410852713178294,0
32,75,0.41475826972010177,0
33,75,0.43243243243243246,0
34,75,0.4124137931034483,0
35,75,0.39285714285714285,0
36,75,0.42091836734693877,1
37,75,0.4033290653008963,0
38,75,0.45410628019323673,0
39,75,0.3626943005181347,0
40,75,0.40476190476190477,0
41,75,0.4652014652014652,0
42,75,0.376078914919852,1
43,75,0.41893644617380027,0
44,75,0.42929936305732486,0
45,75,0.4,0
46,75,0.4346246973365617,0
47,75,0.48354792560801146,0
48,75,0.4468599033816425,0
49,75,0.48936170212765956,0
50,75,0.488862837045721,0
51,75,0.36644295302013424,0
52,75,0.41262135922330095,0
53,75,0.29678362573099415,0
54,75,0.39231824417009603,0
55,75,0.5082191780821917,0
56,75,0.39321608040201006,0
57,75,0.42119205298013246,0
58,75,0.44537815126050423,0
59,75,0.474009900990099,0
60,75,0.45226130653266333,0
61,75,0.46900269541778977,1
62,75,0.41895261845386533,0
63,75,0.4967148488830486,0
64,75,0.33771353482260186,0
65,75,0.4893350062735257,0
66,75,0.4578313253012048,0
67,75,0.4211212516297262,0
68,75,0.4326424870466321,1
69,75,0.44390243902439025,0
70,75,0.4207240948813982,0
71,75,0.49206349206349204,0
72,75,0.3319783197831978,0
73,75,0.424971363115693,0
74,75,0.4779582366589327,0
76,75,0.36554621848739494,0
77,75,0.4386422976501306,1
78,75,0.4357682619647355,1
79,75,0.4015056461731493,0
80,75,0.3611859838274933,0
81,75,0.44814814814814813,0
82,75,0.32971506105834464,0
83,75,0.4055354993983153,0
84,75,0.4670967741935484,0
85,75,0.42756680731364277,0
86,75,0.39951573849878935,0
87,75,0.45558375634517767,1
88,75,0.42317380352644834,0
89,75,0.39724310776942356,0
90,75,0.3664021164021164,0
91,75,0.41120381406436235,0
92,75,0.37695078031212487,0
93,75,0.4508301404853129,0
94,75,0.39872611464968155,1
95,75,0.4063745019920319,0
96,75,0.45,0
97,75,0.3486111111111111,0
98,75,0.37900128040973113,0
99,75,0.4244256348246675,0
100,75,0.42231075697211157,0
1,76,0.4583850931677019,0
2,76,0.4225526641883519,1
3,76,0.3838383838383838,0
4,76,0.41037735849056606,0
5,76,0.39072847682119205,0
6,76,0.3989431968295905,0
7,76,0.3488681757656458,0
8,76,0.40074441687344914,0
9,76,0.35013262599469497,0
10,76,0.3827814569536424,0
11,76,0.35714285714285715,0
12,76,0.39389920424403185,0
13,76,0.43773119605425403,0
14,76,0.3700887198986058,0
15,76,0.40430925221799746,0
16,76,0.38095238095238093,0
17,76,0.31983805668016196,0
18,76,0.41198501872659177,0
19,76,0.38320209973753283,0
20,76,0.38903061224489793,0
21,76,0.449079754601227,0
22,76,0.35789473684210527,0
23,76,0.3769230769230769,0
24,76,0.4076827757125155,1
25,76,0.750402576489533,0
26,76,0.4138817480719794,1
27,76,0.41509433962264153,0
28,76,0.41304347826086957,1
29,76,0.36621454993834773,0
30,76,0.40554821664464996,0
31,76,0.4860557768924303,0
32,76,0.3873762376237624,0
33,76,0.4139590854392298,0
34,76,0.33118556701030927,0
35,76,0.3513870541611625,0
36,76,0.441591784338896,1
37,76,0.36926889714993805,0
38,76,0.4039351851851852,0
39,76,0.34474017743979724,0
40,76,0.38372093023255816,0
41,76,0.4090909090909091,0
42,76,0.39751552795031053,1
43,76,0.3962025316455696,0
44,76,0.3980222496909765,0
45,76,0.3675889328063241,0
46,76,0.39976553341148885,0
47,76,0.39095744680851063,0
48,76,0.463030303030303,0
49,76,0.456865127582017,0
50,76,0.4195338512763596,0
51,76,0.34776902887139105,0
52,76,0.3914590747330961,0
53,76,0.30612244897959184,0
54,76,0.38191632928475033,0
55,76,0.4194373401534527,0
56,76,0.38366336633663367,0
57,76,0.378343949044586,0
58,76,0.4121071012805588,0
59,76,0.4354066985645933,0
60,76,0.40870616686819833,0
61,76,0.4,1
62,76,0.3802647412755716,0
63,76,0.39489671931956255,0
64,76,0.4224376731301939,0
65,76,0.41037735849056606,0
66,76,0.42412451361867703,0
67,76,0.37892095357590966,0
68,76,0.4258312020460358,1
69,76,0.4270334928229665,0
70,76,0.402200488997555,0
71,76,0.4637336504161712,0
72,76,0.3279785809906292,0
73,76,0.4254835039817975,0
74,76,0.4176795580110497,0
75,76,0.3669609079445145,0
77,76,0.4027777777777778,1
78,76,0.40808823529411764,1
79,76,0.37821297429620565,0
80,76,0.33551769331585846,0
81,76,0.427536231884058,0
82,76,0.3169107856191744,0
83,76,0.38633686690223795,0
84,76,0.38405797101449274,0
85,76,0.35092348284960423,0
86,76,0.41041162227602906,0
87,76,0.4271604938271605,1
88,76,0.37394451145958985,0
89,76,0.3591293833131802,0
90,76,0.3462532299741602,0
91,76,0.40518256772673733,0
92,76,0.3877551020408163,0
93,76,0.40318627450980393,0
94,76,0.3977272727272727,1
95,76,0.4108322324966975,0
96,76,0.40914709517923364,0
97,76,0.349862258953168,0
98,76,0.4384105960264901,0
99,76,0.43012048192771085,0
100,76,0.4191852825229961,0
1,77,0.44402985074626866,0
2,77,0.42052565707133915,1
3,77,0.38137755102040816,0
4,77,0.40498812351543945,0
5,77,0.3900804289544236,0
6,77,0.3983957219251337,0
7,77,0.34589502018842533,0
8,77,0.4020100502512563,0
9,77,0.34718498659517427,0
10,77,0.38018741633199465,0
11,77,0.3543814432989691,0
12,77,0.3951612903225806,0
13,77,0.43586550435865506,0
14,77,0.36923076923076925,0
15,77,0.4020486555697823,0
16,77,0.37365269461077844,0
17,77,0.32373113854595337,0
18,77,0.4045226130653266,0
19,77,0.37880794701986753,0
20,77,0.38303341902313626,0
21,77,0.43842364532019706,0
22,77,0.35325365205843295,0
23,77,0.37792207792207794,0
24,77,0.398505603985056,1
25,77,0.7722772277227723,0
26,77,0.4116883116883117,1
27,77,0.4080664294187426,0
28,77,0.41097560975609754,1
29,77,0.36363636363636365,0
30,77,0.40884718498659517,0
31,77,0.48655913978494625,0
32,77,0.38847117794486213,0
33,77,0.40507859733978235,0
34,77,0.33507853403141363,0
35,77,0.3502673796791444,0
36,77,0.4359637774902975,1
37,77,0.365,0
38,77,0.3969732246798603,0
39,77,0.3435897435897436,0
40,77,0.3776041666666667,0
41,77,0.40705882352941175,0
42,77,0.3969849246231156,1
43,77,0.39564660691421255,0
44,77,0.3992490613266583,0
45,77,0.3612217795484728,0
46,77,0.38452520515826494,0
47,77,0.39030955585464333,0
48,77,0.4632352941176471,0
49,77,0.45521472392638035,0
50,77,0.4161073825503356,0
51,77,0.3484042553191489,0
52,77,0.3908872901678657,0
53,77,0.30814814814814817,0
54,77,0.37551020408163266,0
55,77,0.4209844559585492,0
56,77,0.38125,0
57,77,0.37757731958762886,0
58,77,0.406799531066823,0
59,77,0.42839951865222625,0
60,77,0.40316686967113274,0
61,77,0.3923076923076923,1
62,77,0.3795620437956204,0
63,77,0.3960639606396064,0
64,77,0.42616033755274263,0
65,77,0.4083333333333333,0
66,77,0.41460234680573665,0
67,77,0.376425855513308,0
68,77,0.42193548387096774,1
69,77,0.4268440145102781,0
70,77,0.4052044609665427,0
71,77,0.4639423076923077,0
72,77,0.3283582089552239,0
73,77,0.41391106043329534,0
74,77,0.4142538975501114,0
75,77,0.3643312101910828,0
76,77,0.3356258596973865,0
78,77,0.40594059405940597,1
79,77,0.37407407407407406,0
80,77,0.33245033112582784,0
81,77,0.4290953545232274,0
82,77,0.31713900134952766,0
83,77,0.3873659117997616,0
84,77,0.3800243605359318,0
85,77,0.3516042780748663,0
86,77,0.4083129584352078,0
87,77,0.4323308270676692,1
88,77,0.37149817295980514,0
89,77,0.35653235653235654,0
90,77,0.34509803921568627,0
91,77,0.4014251781472684,0
92,77,0.37545126353790614,0
93,77,0.4079601990049751,0
94,77,0.39719029374201786,1
95,77,0.40854472630173566,0
96,77,0.40348692403486924,0
97,77,0.3486750348675035,0
98,77,0.4344919786096257,0
99,77,0.42303030303030303,0
100,77,0.4169986719787517,0
1,78,0.39501312335958005,0
2,78,0.3900804289544236,1
3,78,0.3310810810810811,0
4,78,0.35118306351183065,0
5,78,0.37481698389458273,0
6,78,0.3819241982507289,0
7,78,0.34626865671641793,0
8,78,0.3682795698924731,0
9,78,0.32215743440233235,0
10,78,0.3720588235294118,0
11,78,0.33660589060308554,0
12,78,0.35446685878962536,0
13,78,0.4047936085219707,0
14,78,0.34535367545076284,0
15,78,0.38472222222222224,0
16,78,0.34832904884318766,0
17,78,0.3256880733944954,0
18,78,0.3728129205921938,0
19,78,0.3375886524822695,0
20,78,0.3452544704264099,0
21,78,0.44399460188933876,0
22,78,0.3008474576271186,0
23,78,0.34497206703910616,0
24,78,0.3469119579500657,1
25,78,0.5131782945736434,0
26,78,0.37552155771905427,1
27,78,0.40335051546391754,0
28,78,0.37711313394018203,1
29,78,0.31704095112285335,0
30,78,0.40976331360946744,0
31,78,0.42574257425742573,0
32,78,0.35570469798657717,0
33,78,0.3676092544987147,0
34,78,0.33236994219653176,0
35,78,0.37972768532526474,0
36,78,0.4253521126760563,1
37,78,0.34688346883468835,0
38,78,0.4092071611253197,0
39,78,0.3494318181818182,0
40,78,0.3753581661891118,0
41,78,0.38636363636363635,0
42,78,0.3538050734312417,1
43,78,0.34965986394557824,0
44,78,0.3821138211382114,0
45,78,0.37537091988130566,0
46,78,0.33210332103321033,0
47,78,0.4406779661016949,0
48,78,0.41968911917098445,0
49,78,0.37896070975918883,0
50,78,0.4089264173703257,0
51,78,0.3391812865497076,0
52,78,0.35286624203821654,0
53,78,0.2889983579638752,0
54,78,0.3406754772393539,0
55,78,0.47128129602356406,0
56,78,0.3516778523489933,0
57,78,0.3599439775910364,0
58,78,0.368944099378882,0
59,78,0.3979460847240051,0
60,78,0.3706111833550065,0
61,78,0.438136826783115,1
62,78,0.34545454545454546,0
63,78,0.45034965034965035,0
64,78,0.35103244837758113,0
65,78,0.4201570680628272,0
66,78,0.42424242424242425,0
67,78,0.3608815426997245,0
68,78,0.39444444444444443,1
69,78,0.390745501285347,0
70,78,0.3740053050397878,0
71,78,0.43039591315453385,0
72,78,0.31689088191330345,0
73,78,0.34988179669030733,0
74,78,0.3837072018890201,0
75,78,0.3821022727272727,0
76,78,0.32473444613050073,0
77,78,0.3888888888888889,1
79,78,0.34794156706507307,0
80,78,0.32168850072780203,0
81,78,0.3855109961190168,0
82,78,0.3183183183183183,0
83,78,0.3442622950819672,0
84,78,0.38,0
85,78,0.31556195965417866,0
86,78,0.3706111833550065,0
87,78,0.38778220451527223,1
88,78,0.3473132372214941,0
89,78,0.3452855245683931,0
90,78,0.35912408759124087,0
91,78,0.3491271820448878,0
92,78,0.3380281690140845,0
93,78,0.38791946308724834,0
94,78,0.32270916334661354,1
95,78,0.3829479768786127,0
96,78,0.4,0
97,78,0.3287461773700306,0
98,78,0.3771186440677966,0
99,78,0.35687263556116017,0
100,78,0.425,0
1,79,0.38370565045992117,0
2,79,0.3822341857335128,1
3,79,0.3319672131147541,0
4,79,0.34375,0
5,79,0.3722304283604136,0
6,79,0.37941176470588234,0
7,79,0.3373313343328336,0
8,79,0.3584905660377358,0
9,79,0.3152492668621701,0
10,79,0.3613569321533923,0
11,79,0.3356940509915014,0
12,79,0.3556851311953353,0
13,79,0.3933333333333333,0
14,79,0.34265734265734266,0
15,79,0.39603960396039606,0
16,79,0.3406451612903226,0
17,79,0.326625386996904,0
18,79,0.3685636856368564,0
19,79,0.3309557774607703,0
20,79,0.3333333333333333,0
21,79,0.43437077131258456,0
22,79,0.30142857142857143,0
23,79,0.340365682137834,0
24,79,0.3425925925925926,1
25,79,0.5284810126582279,0
26,79,0.375,1
27,79,0.3904639175257732,0
28,79,0.3748361730013106,1
29,79,0.3055555555555556,0
30,79,0.42232277526395173,0
31,79,0.41359773371104813,0
32,79,0.358695652173913,0
33,79,0.3495518565941101,0
34,79,0.33724340175953077,0
35,79,0.375,0
36,79,0.45217391304347826,1
37,79,0.3442622950819672,0
38,79,0.40359897172236503,0
39,79,0.35251798561151076,0
40,79,0.3748191027496382,0
41,79,0.3754740834386852,0
42,79,0.3549257759784076,1
43,79,0.3526170798898072,0
44,79,0.37228260869565216,0
45,79,0.37070254110612855,0
46,79,0.33291925465838507,0
47,79,0.4453125,0
48,79,0.4177545691906005,0
49,79,0.37150127226463103,0
50,79,0.3935018050541516,0
51,79,0.3323529411764706,0
52,79,0.3401273885350318,0
53,79,0.2895174708818636,0
54,79,0.34175334323922735,0
55,79,0.46735905044510384,0
56,79,0.3546195652173913,0
57,79,0.3573446327683616,0
58,79,0.370138017565872,0
59,79,0.3904639175257732,0
60,79,0.36828309305373524,0
61,79,0.43612334801762115,1
62,79,0.34469200524246396,0
63,79,0.43235704323570434,0
64,79,0.3502235469448584,0
65,79,0.4089121887287025,0
66,79,0.42627737226277373,0
67,79,0.3545706371191136,0
68,79,0.37103448275862067,1
69,79,0.37789203084832906,0
70,79,0.35714285714285715,0
71,79,0.4267352185089974,0
72,79,0.3196969696969697,0
73,79,0.3333333333333333,0
74,79,0.36866902237926974,0
75,79,0.3856115107913669,0
76,79,0.3195718654434251,0
77,79,0.3865546218487395,1
78,79,0.3724966622162884,1
80,79,0.32840236686390534,0
81,79,0.37792207792207794,0
82,79,0.3171471927162367,0
83,79,0.3435114503816794,0
84,79,0.37583892617449666,0
85,79,0.3163265306122449,0
86,79,0.3736842105263158,0
87,79,0.3836898395721925,1
88,79,0.3537234042553192,0
89,79,0.3409090909090909,0
90,79,0.35043988269794724,0
91,79,0.34673366834170855,0
92,79,0.34067357512953367,0
93,79,0.38191632928475033,0
94,79,0.3076923076923077,1
95,79,0.376453488372093,0
96,79,0.4016506189821183,0
97,79,0.3359253499222395,0
98,79,0.37073863636363635,0
99,79,0.35107731305449935,0
100,79,0.46412213740458014,0
1,80,0.4442970822281167,0
2,80,0.4023746701846966,1
3,80,0.3643724696356275,0
4,80,0.36654366543665434,0
5,80,0.3945086705202312,0
6,80,0.38549075391180654,0
7,80,0.3468795355587808,0
8,80,0.3827814569536424,0
9,80,0.31223628691983124,0
10,80,0.4144542772861357,0
11,80,0.386685552407932,0
12,80,0.36633663366336633,0
13,80,0.42424242424242425,0
14,80,0.33691275167785234,0
15,80,0.3768506056527591,0
16,80,0.35050251256281406,0
17,80,0.32296296296296295,0
18,80,0.38726790450928383,0
19,80,0.38231098430813126,0
20,80,0.33688415446071907,0
21,80,0.4555112881806109,0
22,80,0.33568406205923834,0
23,80,0.3382949932341001,0
24,80,0.33885350318471336,1
25,80,0.5297709923664122,0
26,80,0.39231824417009603,1
27,80,0.4240102171136654,0
28,80,0.39819587628865977,1
29,80,0.32684824902723736,0
30,80,0.443952802359882,0
31,80,0.4421199442119944,0
32,80,0.3776595744680851,0
33,80,0.40463917525773196,0
34,80,0.33146067415730335,0
35,80,0.38552437223042835,0
36,80,0.42778541953232463,1
37,80,0.3509933774834437,0
38,80,0.39776951672862454,0
39,80,0.3593314763231198,0
40,80,0.3732590529247911,0
41,80,0.39281288723667906,0
42,80,0.35947712418300654,1
43,80,0.3591455273698264,0
44,80,0.3763157894736842,0
45,80,0.38719068413391555,0
46,80,0.38107098381070986,0
47,80,0.48302469135802467,0
48,80,0.4329501915708812,0
49,80,0.39424280350438046,0
50,80,0.40636042402826855,0
51,80,0.37719298245614036,0
52,80,0.3720050441361917,0
53,80,0.3122977346278317,0
54,80,0.3472022955523673,0
55,80,0.5051395007342144,0
56,80,0.3627968337730871,0
57,80,0.39831697054698456,0
58,80,0.375609756097561,0
59,80,0.4167725540025413,0
60,80,0.3793103448275862,0
61,80,0.5022222222222222,1
62,80,0.38823529411764707,0
63,80,0.4423337856173677,0
64,80,0.35344827586206895,0
65,80,0.41348600508905853,0
66,80,0.42075736325385693,0
67,80,0.37027027027027026,0
68,80,0.4013605442176871,1
69,80,0.40253164556962023,0
70,80,0.4141145139813582,0
71,80,0.44696969696969696,0
72,80,0.35778443113772457,0
73,80,0.3613053613053613,0
74,80,0.39953271028037385,0
75,80,0.3798342541436464,0
76,80,0.32988165680473375,0
77,80,0.38461538461538464,1
78,80,0.38181818181818183,1
79,80,0.35900783289817234,0
81,80,0.4046094750320102,0
82,80,0.3593984962406015,0
83,80,0.3667083854818523,0
84,80,0.37792207792207794,0
85,80,0.330028328611898,0
86,80,0.39715394566623546,0
87,80,0.4073587385019711,1
88,80,0.36883116883116884,0
89,80,0.36530880420499345,0
90,80,0.34788732394366195,0
91,80,0.3712871287128713,0
92,80,0.3574144486692015,0
93,80,0.41333333333333333,0
94,80,0.3342036553524804,1
95,80,0.3748251748251748,0
96,80,0.4047936085219707,0
97,80,0.34182908545727136,0
98,80,0.4078762306610408,0
99,80,0.393173198482933,0
100,80,0.4316546762589928,0
1,81,0.40931372549019607,0
2,81,0.4120603015075377,1
3,81,0.39040207522697795,0
4,81,0.3755868544600939,0
5,81,0.3753351206434316,0
6,81,0.3855421686746988,0
7,81,0.3382949932341001,0
8,81,0.41304347826086957,0
9,81,0.3165562913907285,0
10,81,0.3877551020408163,0
11,81,0.3384813384813385,0
12,81,0.3803763440860215,0
13,81,0.41336633663366334,0
14,81,0.38350785340314136,0
15,81,0.38974358974358975,0
16,81,0.35722819593787336,0
17,81,0.31043956043956045,0
18,81,0.3977272727272727,0
19,81,0.35526315789473684,0
20,81,0.3549618320610687,0
21,81,0.42663378545006164,0
22,81,0.3333333333333333,0
23,81,0.3392857142857143,0
24,81,0.37965260545905705,1
25,81,0.6130500758725341,0
26,81,0.38838709677419353,1
27,81,0.43239951278928135,0
28,81,0.387409200968523,1
29,81,0.3583959899749373,0
30,81,0.41882673942701226,0
31,81,0.5041208791208791,0
32,81,0.3974522292993631,0
33,81,0.4192355117139334,0
34,81,0.3399734395750332,0
35,81,0.33022636484687085,0
36,81,0.40897435897435896,1
37,81,0.35804020100502515,0
38,81,0.39227166276346603,0
39,81,0.3397932816537468,0
40,81,0.3686274509803922,0
41,81,0.38596491228070173,0
42,81,0.38143036386449186,1
43,81,0.39405684754521964,0
44,81,0.37858032378580325,0
45,81,0.3466135458167331,0
46,81,0.3912009512485137,0
47,81,0.4174757281553398,0
48,81,0.4426829268292683,0
49,81,0.43818849449204406,0
50,81,0.41169853768278963,0
51,81,0.3427041499330656,0
52,81,0.3678571428571429,0
53,81,0.2976190476190476,0
54,81,0.33689839572192515,0
55,81,0.45187165775401067,0
56,81,0.3675,0
57,81,0.37402597402597404,0
58,81,0.3825581395348837,0
59,81,0.43239951278928135,0
60,81,0.39828431372549017,0
61,81,0.40339425587467365,1
62,81,0.3762254901960784,0
63,81,0.4156171284634761,0
64,81,0.4067321178120617,0
65,81,0.40865384615384615,0
66,81,0.38939197930142305,0
67,81,0.37997432605905007,0
68,81,0.4280104712041885,1
69,81,0.40336134453781514,0
70,81,0.41792929292929293,0
71,81,0.45949214026602175,0
72,81,0.3314993122420908,0
73,81,0.3778026905829596,0
74,81,0.43394077448747154,0
75,81,0.36246786632390743,0
76,81,0.33518776077885953,0
77,81,0.38295165394402036,1
78,81,0.4222503160556258,1
79,81,0.368944099378882,0
80,81,0.30577427821522307,0
82,81,0.3310344827586207,0
83,81,0.37753882915173237,0
84,81,0.3817733990147783,0
85,81,0.34589502018842533,0
86,81,0.408641975308642,0
87,81,0.4079601990049751,1
88,81,0.37995049504950495,0
89,81,0.3613861386138614,0
90,81,0.35733333333333334,0
91,81,0.38507109004739337,0
92,81,0.3605769230769231,0
93,81,0.38909541511771994,0
94,81,0.35375,1
95,81,0.36114732724902215,0
96,81,0.3880597014925373,0
97,81,0.34269662921348315,0
98,81,0.4547945205479452,0
99,81,0.3763313609467456,0
100,81,0.39867549668874175,0
1,82,0.45234899328859063,0
2,82,0.43283582089552236,1
3,82,0.400278940027894,0
4,82,0.37484433374844334,0
5,82,0.4171597633136095,0
6,82,0.4055232558139535,0
7,82,0.35043988269794724,0
8,82,0.39946018893387314,0
9,82,0.33815028901734107,0
10,82,0.4187779433681073,0
11,82,0.37482319660537483,0
12,82,0.3393854748603352,0
13,82,0.46521145975443384,0
14,82,0.3698060941828255,0
15,82,0.4091539528432732,0
16,82,0.3657289002557545,0
17,82,0.338368580060423,0
18,82,0.4232876712328767,0
19,82,0.3841726618705036,0
20,82,0.3713892709766162,0
21,82,0.41796875,0
22,82,0.3583815028901734,0
23,82,0.3715083798882682,0
24,82,0.36114732724902215,1
25,82,0.4784546805349183,0
26,82,0.4358974358974359,1
27,82,0.4521625163826999,0
28,82,0.4109947643979058,1
29,82,0.33508541392904073,0
30,82,0.4378698224852071,0
31,82,0.43036211699164345,0
32,82,0.42916666666666664,0
33,82,0.4231274638633377,0
34,82,0.3697234352256186,0
35,82,0.40634441087613293,0
36,82,0.40463215258855584,1
37,82,0.3801089918256131,0
38,82,0.4207858048162231,0
39,82,0.3902439024390244,0
40,82,0.4147398843930636,0
41,82,0.4247448979591837,0
42,82,0.3398184176394293,1
43,82,0.38493150684931504,0
44,82,0.417462482946794,0
45,82,0.40564635958395245,0
46,82,0.39847715736040606,0
47,82,0.5487012987012987,0
48,82,0.45371577574967403,0
49,82,0.42838709677419357,0
50,82,0.43530834340991537,0
51,82,0.3810930576070901,0
52,82,0.39483870967741935,0
53,82,0.3180327868852459,0
54,82,0.35662299854439594,0
55,82,0.5565749235474006,0
56,82,0.368,0
57,82,0.40825035561877665,0
58,82,0.4082914572864322,0
59,82,0.450261780104712,0
60,82,0.40629095674967236,0
61,82,0.5280728376327769,1
62,82,0.4161073825503356,0
63,82,0.49575070821529743,0
64,82,0.31875881523272215,0
65,82,0.44881889763779526,0
66,82,0.4558610709117221,0
67,82,0.39280774550484093,0
68,82,0.4110344827586207,1
69,82,0.43359375,0
70,82,0.43342391304347827,0
71,82,0.4715762273901809,0
72,82,0.3615733736762481,0
73,82,0.3739644970414201,0
74,82,0.4246411483253589,0
75,82,0.42939481268011526,0
76,82,0.33532934131736525,0
77,82,0.4352112676056338,1
78,82,0.4168900804289544,1
79,82,0.3587385019710907,0
80,82,0.33766233766233766,0
81,82,0.42670157068062825,0
83,82,0.3963963963963964,0
84,82,0.4185733512786003,0
85,82,0.3546511627906977,0
86,82,0.4230769230769231,0
87,82,0.44173441734417346,1
88,82,0.3812664907651715,0
89,82,0.3687002652519894,0
90,82,0.3494318181818182,0
91,82,0.40254777070063696,0
92,82,0.35714285714285715,0
93,82,0.4287652645861601,0
94,82,0.3443708609271523,1
95,82,0.41654571843251087,0
96,82,0.44751381215469616,0
97,82,0.34545454545454546,0
98,82,0.38440111420612816,0
99,82,0.42023346303501946,0
100,82,0.40540540540540543,0
1,83,0.47192513368983957,0
2,83,0.4429530201342282,1
3,83,0.36764705882352944,0
4,83,0.40726817042606517,0
5,83,0.41184971098265893,0
6,83,0.4289855072463768,0
7,83,0.3742690058479532,0
8,83,0.39867549668874175,0
9,83,0.36560693641618497,0
10,83,0.40115440115440115,0
11,83,0.3519781718963165,0
12,83,0.3755274261603376,0
13,83,0.4438573315719947,0
14,83,0.3941908713692946,0
15,83,0.4639321074964639,0
16,83,0.36386449184441655,0
17,83,0.3609022556390977,0
18,83,0.42780026990553305,0
19,83,0.37011173184357543,0
20,83,0.4013793103448276,0
21,83,0.4241645244215938,0
22,83,0.3393854748603352,0
23,83,0.40392706872370265,0
24,83,0.3877284595300261,1
25,83,0.5504587155963303,0
26,83,0.4505649717514124,1
27,83,0.4579560155239327,0
28,83,0.417312661498708,1
29,83,0.4120054570259209,0
30,83,0.40368271954674223,0
31,83,0.4231292517006803,0
32,83,0.3880794701986755,0
33,83,0.43302990897269183,0
34,83,0.38328530259365995,0
35,83,0.3808139534883721,0
36,83,0.41700404858299595,1
37,83,0.38523489932885907,0
38,83,0.41089108910891087,0
39,83,0.3442176870748299,0
40,83,0.4096045197740113,0
41,83,0.44529262086513993,0
42,83,0.3401273885350318,1
43,83,0.43454038997214484,0
44,83,0.41255006675567424,0
45,83,0.3864942528735632,0
46,83,0.3960149439601494,0
47,83,0.4764795144157815,0
48,83,0.4228356336260979,0
49,83,0.438058748403576,0
50,83,0.44258373205741625,0
51,83,0.35704125177809387,0
52,83,0.371571072319202,0
53,83,0.30842607313195547,0
54,83,0.3985294117647059,0
55,83,0.4878048780487805,0
56,83,0.3951935914552737,0
57,83,0.38980716253443526,0
58,83,0.4467005076142132,0
59,83,0.448586118251928,0
60,83,0.4072164948453608,0
61,83,0.4553191489361702,1
62,83,0.4094488188976378,0
63,83,0.5119549929676512,0
64,83,0.3305439330543933,0
65,83,0.4622395833333333,0
66,83,0.4748201438848921,0
67,83,0.3921302578018996,0
68,83,0.4100135317997294,1
69,83,0.40526976160602257,0
70,83,0.4150197628458498,0
71,83,0.44209215442092153,0
72,83,0.3318840579710145,0
73,83,0.38823529411764707,0
74,83,0.411901983663944,0
75,83,0.45677233429394815,0
76,83,0.3516320474777448,0
77,83,0.4476987447698745,1
78,83,0.4270557029177719,1
79,83,0.38188976377952755,0
80,83,0.34375,0
81,83,0.43281653746770027,0
82,83,0.31798561151079136,0
84,83,0.4325767690253672,0
85,83,0.4005891016200295,0
86,83,0.3582089552238806,0
87,83,0.444,1
88,83,0.3898305084745763,0
89,83,0.3578811369509044,0
90,83,0.34958217270194986,0
91,83,0.4105793450881612,0
92,83,0.37786259541984735,0
93,83,0.41424802110817943,0
94,83,0.4087193460490463,1
95,83,0.444121915820029,0
96,83,0.4264705882352941,0
97,83,0.34171597633136097,0
98,83,0.36155913978494625,0
99,83,0.4173027989821883,0
100,83,0.4083916083916084,0
1,84,0.4047287899860918,0
2,84,0.4017094017094017,1
3,84,0.34293948126801155,0
4,84,0.34375,0
5,84,0.40189873417721517,0
6,84,0.40282131661442006,0
7,84,0.3519108280254777,0
8,84,0.3825214899713467,0
9,84,0.31993817619783615,0
10,84,0.3814756671899529,0
11,84,0.30434782608695654,0
12,84,0.34802431610942247,0
13,84,0.4053295932678822,0
14,84,0.3525073746312684,0
15,84,0.4303030303030303,0
16,84,0.31398416886543534,0
17,84,0.3322422258592471,0
18,84,0.3994211287988423,0
