Commercial_Compound,Training_Compound,Tanimoto_Similarity,Purchase
39,3,0.39221140472878996,0
40,3,0.3792633015006821,0
41,3,0.3694874851013111,0
42,3,0.4050131926121372,1
43,3,0.35984354628422427,0
44,3,0.5499276410998553,0
45,3,0.34710743801652894,0
46,3,0.42641509433962266,0
47,3,0.39858156028368796,0
48,3,0.4445843828715365,0
49,3,0.4417721518987342,0
50,3,0.41087962962962965,0
51,3,0.360056258790436,0
52,3,0.39824120603015073,0
53,3,0.3462157809983897,0
54,3,0.38705035971223023,0
55,3,0.4,0
56,3,0.4106666666666667,0
57,3,0.3608521970705726,0
58,3,0.37098692033293695,0
59,3,0.4267834793491865,0
60,3,0.38819095477386933,0
61,3,0.4350828729281768,1
62,3,0.36215538847117795,0
63,3,0.38246505717916135,0
64,3,0.3853868194842407,0
65,3,0.4042027194066749,0
66,3,0.3951612903225806,0
67,3,0.3725231175693527,0
68,3,0.39920424403183025,1
69,3,0.49078947368421055,0
70,3,0.4493333333333333,0
71,3,0.4108433734939759,0
72,3,0.335243553008596,0
73,3,0.41350710900473936,0
74,3,0.4009163802978236,0
75,3,0.3438320209973753,0
76,3,0.42592592592592593,0
77,3,0.3865435356200528,1
78,3,0.36295369211514394,1
79,3,0.4444444444444444,0
80,3,0.3393854748603352,0
81,3,0.3868974042027194,0
82,3,0.32336182336182334,0
83,3,0.380716934487021,0
84,3,0.36260978670012545,0
85,3,0.3463687150837989,0
86,3,0.4184852374839538,0
87,3,0.380352644836272,1
88,3,0.3797953964194373,0
89,3,0.3836150845253576,0
90,3,0.3601108033240997,0
91,3,0.3901840490797546,0
92,3,0.3682896379525593,0
93,3,0.44666666666666666,0
94,3,0.3704188481675393,1
95,3,0.37517053206002726,0
96,3,0.41361256544502617,0
97,3,0.3772455089820359,0
98,3,0.4074074074074074,0
99,3,0.448586118251928,0
100,3,0.4147018030513176,0
1,4,0.4309462915601023,0
2,4,0.385297845373891,1
3,4,0.388,0
5,4,0.38966480446927376,0
6,4,0.3772290809327846,0
7,4,0.3436185133239832,0
8,4,0.4094488188976378,0
9,4,0.3173734610123119,0
10,4,0.3812849162011173,0
11,4,0.3765347885402456,0
12,4,0.4228571428571429,0
13,4,0.41709183673469385,0
14,4,0.3376792698826597,0
15,4,0.34654731457800514,0
16,4,0.3952020202020202,0
17,4,0.32045779685264664,0
18,4,0.3865979381443299,0
19,4,0.42714285714285716,0
20,4,0.35340314136125656,0
21,4,0.37821297429620565,0
22,4,0.316711590296496,0
23,4,0.36595174262734587,0
24,4,0.4608108108108108,1
25,4,0.40408163265306124,0
26,4,0.38227513227513227,1
27,4,0.3795180722891566,0
28,4,0.3954943679599499,1
29,4,0.33799237611181704,0
30,4,0.3453333333333333,0
31,4,0.4575342465753425,0
32,4,0.39528795811518325,0
33,4,0.41951837769328265,0
34,4,0.37166900420757365,0
35,4,0.32421340629274964,0
36,4,0.36398467432950193,1
37,4,0.3548387096774194,0
38,4,0.4036363636363636,0
39,4,0.3875862068965517,0
40,4,0.3692722371967655,0
41,4,0.3803827751196172,0
42,4,0.4060446780551905,1
43,4,0.3663624511082138,0
44,4,0.5482014388489208,0
45,4,0.3319783197831978,0
46,4,0.4273182957393484,0
47,4,0.3802228412256267,0
48,4,0.43820224719101125,0
49,4,0.4444444444444444,0
50,4,0.4183082271147161,0
51,4,0.35564853556485354,0
52,4,0.3870967741935484,0
53,4,0.34345047923322686,0
54,4,0.37252124645892354,0
55,4,0.391820580474934,0
56,4,0.4005270092226614,0
57,4,0.37667560321715815,0
58,4,0.37857142857142856,0
59,4,0.4205955334987593,0
60,4,0.39272271016311167,0
61,4,0.42818057455540354,1
62,4,0.36329588014981273,0
63,4,0.37831021437578816,0
64,4,0.37677053824362605,0
65,4,0.406905055487053,0
66,4,0.386968085106383,0
67,4,0.37549407114624506,0
68,4,0.4190093708165997,1
69,4,0.4798439531859558,0
70,4,0.43873517786561267,0
71,4,0.4033412887828162,0
72,4,0.3215796897038082,0
73,4,0.40941176470588236,0
74,4,0.41637831603229525,0
75,4,0.3468586387434555,0
76,4,0.42048929663608564,0
77,4,0.3785900783289817,1
78,4,0.3522867737948084,1
79,4,0.4691358024691358,0
80,4,0.33703190013869627,0
81,4,0.4017412935323383,0
82,4,0.30995792426367463,0
83,4,0.375,0
84,4,0.36716791979949875,0
85,4,0.3458333333333333,0
86,4,0.4068441064638783,0
87,4,0.3849056603773585,1
88,4,0.3791348600508906,0
89,4,0.3829236739974127,0
90,4,0.3651452282157676,0
91,4,0.3894993894993895,0
92,4,0.37281795511221943,0
93,4,0.42297650130548303,0
94,4,0.37516339869281046,1
95,4,0.35427807486631013,0
96,4,0.4018087855297158,0
97,4,0.3602941176470588,0
98,4,0.3894878706199461,0
99,4,0.4568854568854569,0
100,4,0.3945578231292517,0
1,5,0.40166204986149584,0
2,5,0.3324324324324324,1
3,5,0.3837037037037037,0
4,5,0.34460338101430427,0
6,5,0.3328380386329866,0
7,5,0.29923664122137406,0
8,5,0.38737446197991393,0
9,5,0.3230293663060278,0
10,5,0.3674418604651163,0
11,5,0.43402225755166934,0
12,5,0.38258164852255055,0
13,5,0.3791208791208791,0
14,5,0.33381712626995647,0
15,5,0.3138888888888889,0
16,5,0.37276478679504815,0
17,5,0.3161290322580645,0
18,5,0.33104395604395603,0
19,5,0.4966442953020134,0
20,5,0.35526315789473684,0
21,5,0.35145888594164454,0
22,5,0.32621951219512196,0
23,5,0.34911242603550297,0
24,5,0.3490304709141274,1
25,5,0.37037037037037035,0
26,5,0.3286118980169972,1
27,5,0.36939313984168864,0
28,5,0.3176470588235294,1
29,5,0.3084370677731674,0
30,5,0.40062111801242234,0
31,5,0.42199108469539376,0
32,5,0.4334828101644245,0
33,5,0.3972413793103448,0
34,5,0.37598736176935227,0
35,5,0.3165137614678899,0
36,5,0.3384401114206128,1
37,5,0.3375886524822695,0
38,5,0.3253467843631778,0
39,5,0.3704268292682927,0
40,5,0.3231441048034934,0
41,5,0.3269961977186312,0
42,5,0.4182621502209131,1
43,5,0.3347517730496454,0
44,5,0.3902439024390244,0
45,5,0.31137724550898205,0
46,5,0.37967914438502676,0
47,5,0.45394736842105265,0
48,5,0.3951935914552737,0
49,5,0.42054794520547945,0
50,5,0.34903381642512077,0
51,5,0.3817891373801917,0
52,5,0.38873626373626374,0
53,5,0.3225225225225225,0
54,5,0.3426791277258567,0
55,5,0.41492537313432837,0
56,5,0.3521923620933522,0
57,5,0.3609467455621302,0
58,5,0.3405612244897959,0
59,5,0.3784860557768924,0
60,5,0.34993270524899056,0
61,5,0.40059790732436473,1
62,5,0.3814866760168303,0
63,5,0.33967391304347827,0
64,5,0.4019448946515397,0
65,5,0.375,0
66,5,0.33523537803138376,0
67,5,0.34048640915593703,0
68,5,0.3712230215827338,1
69,5,0.40463215258855584,0
70,5,0.5130568356374808,0
71,5,0.3740359897172236,0
72,5,0.3237639553429027,0
73,5,0.34525277435265106,0
74,5,0.3754601226993865,0
75,5,0.3078014184397163,0
76,5,0.3344155844155844,0
77,5,0.3403954802259887,1
78,5,0.34652114597544337,1
79,5,0.3930635838150289,0
80,5,0.2945619335347432,0
81,5,0.4010989010989011,0
82,5,0.3210862619808307,0
83,5,0.3605898123324397,0
84,5,0.34794520547945207,0
85,5,0.3489827856025039,0
86,5,0.3949930458970793,0
87,5,0.35054347826086957,1
88,5,0.34573002754820936,0
89,5,0.34545454545454546,0
90,5,0.345565749235474,0
91,5,0.3583662714097497,0
92,5,0.30446194225721784,0
93,5,0.39038189533239037,0
94,5,0.3347457627118644,1
95,5,0.31877729257641924,0
96,5,0.3109919571045576,0
97,5,0.3300813008130081,0
98,5,0.43034055727554177,0
99,5,0.3684913217623498,0
100,5,0.37631184407796103,0
1,6,0.3572395128552097,0
2,6,0.327445652173913,1
3,6,0.30834512022630833,0
4,6,0.3057324840764331,0
5,6,0.32779456193353473,0
7,6,0.30139103554868624,0
8,6,0.36079545454545453,0
9,6,0.299079754601227,0
10,6,0.33690658499234305,0
11,6,0.3717357910906298,0
12,6,0.41025641025641024,0
13,6,0.30577427821522307,0
14,6,0.3074712643678161,0
15,6,0.28885832187070154,0
16,6,0.34924965893587995,0
17,6,0.32295081967213113,0
18,6,0.3204951856946355,0
19,6,0.42649434571890144,0
20,6,0.33043478260869563,0
21,6,0.35935397039030953,0
22,6,0.27555555555555555,0
23,6,0.33579881656804733,0
24,6,0.334716459197787,1
25,6,0.43125,0
26,6,0.3177304964539007,1
27,6,0.3226221079691517,0
28,6,0.31274638633377133,1
29,6,0.29778393351800553,0
30,6,0.3550834597875569,0
31,6,0.4652241112828439,0
32,6,0.31761442441054094,0
33,6,0.3476510067114094,0
34,6,0.3364341085271318,0
35,6,0.3291731669266771,0
36,6,0.34844192634560905,1
37,6,0.3192090395480226,0
38,6,0.3256997455470738,0
39,6,0.3263785394932936,0
40,6,0.32547864506627394,0
41,6,0.2958801498127341,0
42,6,0.44545454545454544,1
43,6,0.3089887640449438,0
44,6,0.37142857142857144,0
45,6,0.33384615384615385,0
46,6,0.31322207958921694,0
47,6,0.35030864197530864,0
48,6,0.37218543046357616,0
49,6,0.37986577181208053,0
50,6,0.3221957040572792,0
51,6,0.32098765432098764,0
52,6,0.3324468085106383,0
53,6,0.3450834879406308,0
54,6,0.36918138041733545,0
55,6,0.326271186440678,0
56,6,0.349002849002849,0
57,6,0.32992700729927005,0
58,6,0.30904522613065327,0
59,6,0.3329015544041451,0
60,6,0.33065595716198126,0
61,6,0.36270190895741555,1
62,6,0.3100671140939597,0
63,6,0.3078982597054886,0
64,6,0.4861111111111111,0
65,6,0.35046113306982873,0
66,6,0.3242857142857143,0
67,6,0.32571428571428573,0
68,6,0.35827338129496406,1
69,6,0.3626666666666667,0
70,6,0.42066957787481807,0
71,6,0.3468869123252859,0
72,6,0.27682737169517885,0
73,6,0.31470230862697446,0
74,6,0.34299516908212563,0
75,6,0.28230337078651685,0
76,6,0.3371710526315789,0
77,6,0.323943661971831,1
78,6,0.3360655737704918,1
79,6,0.3800578034682081,0
80,6,0.29465648854961835,0
81,6,0.34979973297730305,0
82,6,0.27414330218068533,0
83,6,0.3014230271668823,0
84,6,0.31756756756756754,0
85,6,0.28851963746223563,0
86,6,0.35607094133697137,0
87,6,0.3292847503373819,1
88,6,0.30634278002699056,0
89,6,0.32729805013927576,0
90,6,0.3420647149460709,0
91,6,0.30357142857142855,0
92,6,0.31333333333333335,0
93,6,0.3954154727793696,0
94,6,0.3146067415730337,1
95,6,0.3230088495575221,0
96,6,0.3347107438016529,0
97,6,0.35058430717863104,0
98,6,0.5199335548172758,0
99,6,0.3333333333333333,0
100,6,0.4071207430340557,0
1,7,0.3375706214689266,0
2,7,0.2827298050139276,1
3,7,0.2912332838038633,0
4,7,0.2766798418972332,0
5,7,0.29199372056514916,0
6,7,0.2606060606060606,0
8,7,0.3245227606461087,0
9,7,0.30098684210526316,0
10,7,0.30095541401273884,0
11,7,0.3698854337152209,0
12,7,0.38023450586264657,0
13,7,0.2827868852459016,0
14,7,0.2765321375186846,0
15,7,0.2621776504297994,0
16,7,0.33476394849785407,0
17,7,0.3038194444444444,0
18,7,0.2840909090909091,0
19,7,0.42586206896551726,0
20,7,0.3120243531202435,0
21,7,0.3286908077994429,0
22,7,0.23846153846153847,0
23,7,0.33176100628930816,0
24,7,0.30603448275862066,1
25,7,0.3522012578616352,0
26,7,0.27631578947368424,1
27,7,0.29045092838196285,0
28,7,0.27604871447902574,1
29,7,0.24964539007092199,0
30,7,0.2936630602782071,0
31,7,0.363914373088685,0
32,7,0.29941860465116277,0
33,7,0.31301939058171746,0
34,7,0.3344370860927152,0
35,7,0.29853181076672103,0
36,7,0.30612244897959184,1
37,7,0.2988165680473373,0
38,7,0.28888888888888886,0
39,7,0.31545741324921134,0
40,7,0.2885496183206107,0
41,7,0.2703751617076326,0
42,7,0.4299363057324841,1
43,7,0.2658959537572254,0
44,7,0.3492537313432836,0
45,7,0.29967948717948717,0
46,7,0.28761651131824234,0
47,7,0.3209677419354839,0
48,7,0.33879781420765026,0
49,7,0.3315068493150685,0
50,7,0.2876376988984088,0
51,7,0.2987012987012987,0
52,7,0.3120665742024965,0
53,7,0.306640625,0
54,7,0.34175084175084175,0
55,7,0.30428360413589367,0
56,7,0.32985074626865674,0
57,7,0.2895927601809955,0
58,7,0.2739018087855297,0
59,7,0.30080213903743314,0
60,7,0.28846153846153844,0
61,7,0.3374233128834356,1
62,7,0.28312412831241285,0
63,7,0.26859504132231404,0
64,7,0.4109347442680776,0
65,7,0.3130081300813008,0
66,7,0.3,0
67,7,0.2823529411764706,0
68,7,0.32934131736526945,1
69,7,0.33241379310344826,0
70,7,0.38972809667673713,0
71,7,0.31758530183727035,0
72,7,0.2582236842105263,0
73,7,0.28410513141426785,0
74,7,0.2815533980582524,0
75,7,0.2565982404692082,0
76,7,0.3350970017636684,0
77,7,0.28488372093023256,1
78,7,0.3004231311706629,1
79,7,0.37883435582822084,0
80,7,0.2815533980582524,0
81,7,0.32088520055325037,0
82,7,0.25950413223140495,0
83,7,0.28205128205128205,0
84,7,0.27816411682892905,0
85,7,0.27929373996789725,0
86,7,0.3211267605633803,0
87,7,0.2813793103448276,1
88,7,0.2719665271966527,0
89,7,0.31718061674008813,0
90,7,0.3252032520325203,0
91,7,0.28286852589641437,0
92,7,0.2691256830601093,0
93,7,0.35798816568047337,0
94,7,0.282798833819242,1
95,7,0.29185867895545314,0
96,7,0.2841068917018284,0
97,7,0.32105263157894737,0
98,7,0.38996763754045305,0
99,7,0.3114754098360656,0
100,7,0.3648,0
1,8,0.3601108033240997,0
2,8,0.3042291950886767,1
3,8,0.313953488372093,0
4,8,0.305591677503251,0
5,8,0.3059360730593607,0
6,8,0.29017857142857145,0
7,8,0.28683385579937304,0
9,8,0.33011272141706927,0
10,8,0.32298136645962733,0
11,8,0.3710691823899371,0
12,8,0.3967479674796748,0
13,8,0.31090174966352624,0
14,8,0.30161054172767204,0
15,8,0.2883263009845288,0
16,8,0.34818941504178275,0
17,8,0.32100840336134456,0
18,8,0.3169705469845722,0
19,8,0.43666666666666665,0
20,8,0.34281437125748504,0
21,8,0.3603851444291609,0
22,8,0.2727272727272727,0
23,8,0.3611111111111111,0
24,8,0.3333333333333333,1
25,8,0.3601823708206687,0
26,8,0.3064748201438849,1
27,8,0.31421121251629724,0
28,8,0.30574098798397864,1
29,8,0.2757660167130919,0
30,8,0.3152337858220211,0
31,8,0.39398496240601505,0
32,8,0.3196022727272727,0
33,8,0.34106412005457026,0
34,8,0.36084142394822005,0
35,8,0.314873417721519,0
36,8,0.3434343434343434,1
37,8,0.33284671532846716,0
38,8,0.31233933161953725,0
39,8,0.3246951219512195,0
40,8,0.32379518072289154,0
41,8,0.3038461538461538,0
42,8,0.43759630200308164,1
43,8,0.28854314002828857,0
44,8,0.36681222707423583,0
45,8,0.3157076205287714,0
46,8,0.30299089726918077,0
47,8,0.3385579937304075,0
48,8,0.36608344549125166,0
49,8,0.35714285714285715,0
50,8,0.3159806295399516,0
51,8,0.31911532385466035,0
52,8,0.3493810178817056,0
53,8,0.3037037037037037,0
54,8,0.3572593800978793,0
55,8,0.3246753246753247,0
56,8,0.33045977011494254,0
57,8,0.32047477744807124,0
58,8,0.30395913154533843,0
59,8,0.32457293035479634,0
60,8,0.3077956989247312,0
61,8,0.3456973293768546,1
62,8,0.3046448087431694,0
63,8,0.2884097035040431,0
64,8,0.4057239057239057,0
65,8,0.3333333333333333,0
66,8,0.32262773722627736,0
67,8,0.3012912482065997,0
68,8,0.34941520467836257,1
69,8,0.360054347826087,0
70,8,0.41272189349112426,0
71,8,0.34935064935064936,0
72,8,0.2638230647709321,0
73,8,0.3066502463054187,0
74,8,0.3128760529482551,0
75,8,0.28345323741007195,0
76,8,0.34465195246179964,0
77,8,0.3147353361945637,1
78,8,0.3254847645429363,1
79,8,0.3898809523809524,0
80,8,0.2881619937694704,0
81,8,0.3524590163934426,0
82,8,0.2650793650793651,0
83,8,0.3063660477453581,0
84,8,0.30684931506849317,0
85,8,0.29595015576323985,0
86,8,0.33653846153846156,0
87,8,0.30800542740841247,1
88,8,0.2954856361149111,0
89,8,0.3468208092485549,0
90,8,0.3302034428794992,0
91,8,0.3102094240837696,0
92,8,0.2853333333333333,0
93,8,0.37518037518037517,0
94,8,0.3127690100430416,1
95,8,0.3192771084337349,0
96,8,0.30758620689655175,0
97,8,0.3310810810810811,0
98,8,0.41009463722397477,0
99,8,0.34097035040431267,0
100,8,0.37037037037037035,0
1,9,0.40373563218390807,0
2,9,0.3605150214592275,1
3,9,0.32791728212703103,0
4,9,0.3445491251682369,0
5,9,0.34755134281200634,0
6,9,0.3617693522906793,0
7,9,0.29936305732484075,0
8,9,0.3546511627906977,0
10,9,0.3111455108359133,0
11,9,0.29210134128166915,0
12,9,0.3752012882447665,0
13,9,0.481651376146789,0
14,9,0.3,0
15,9,0.3516320474777448,0
16,9,0.31917808219178084,0
17,9,0.3016666666666667,0
18,9,0.3635036496350365,0
19,9,0.353870458135861,0
20,9,0.3765432098765432,0
21,9,0.3628808864265928,0
22,9,0.3253968253968254,0
23,9,0.4032,0
24,9,0.4535603715170279,1
25,9,0.3464447806354009,0
26,9,0.3956723338485317,1
27,9,0.33200531208499334,0
28,9,0.3704225352112676,1
29,9,0.33187134502923976,0
30,9,0.319634703196347,0
31,9,0.4076335877862595,0
32,9,0.3275862068965517,0
33,9,0.328804347826087,0
34,9,0.33974358974358976,0
35,9,0.32371794871794873,0
36,9,0.33045977011494254,1
37,9,0.3236151603498542,0
38,9,0.31776913099870296,0
39,9,0.3231240428790199,0
40,9,0.3807266982622433,0
41,9,0.32808398950131235,0
42,9,0.31631205673758866,1
43,9,0.3542600896860987,0
44,9,0.3940298507462687,0
45,9,0.3264984227129338,0
46,9,0.32756324900133155,0
47,9,0.4033057851239669,0
48,9,0.36671177266576455,0
49,9,0.3522267206477733,0
50,9,0.34744707347447074,0
51,9,0.3029827315541601,0
52,9,0.36312849162011174,0
53,9,0.26173285198555957,0
54,9,0.3946037099494098,0
55,9,0.3426470588235294,0
56,9,0.31196581196581197,0
57,9,0.3169642857142857,0
58,9,0.3403693931398417,0
59,9,0.46637426900584794,0
60,9,0.31521739130434784,0
61,9,0.40062111801242234,1
62,9,0.3013698630136986,0
63,9,0.3245125348189415,0
64,9,0.2828438948995363,0
65,9,0.36662106703146374,0
66,9,0.3861538461538462,0
67,9,0.3206442166910688,0
68,9,0.35398230088495575,1
69,9,0.34959349593495936,0
70,9,0.33053221288515405,0
71,9,0.3393782383419689,0
72,9,0.26391096979332274,0
73,9,0.3150684931506849,0
74,9,0.32439024390243903,0
75,9,0.3358433734939759,0
76,9,0.400355871886121,0
77,9,0.38484848484848483,1
78,9,0.3561253561253561,1
79,9,0.3722304283604136,0
80,9,0.27838258164852253,0
81,9,0.3401360544217687,0
82,9,0.2631578947368421,0
83,9,0.3333333333333333,0
84,9,0.3694083694083694,0
85,9,0.34471544715447155,0
86,9,0.3045822102425876,0
87,9,0.3660968660968661,1
88,9,0.3174825174825175,0
89,9,0.37333333333333335,0
90,9,0.2803030303030303,0
91,9,0.3514246947082768,0
92,9,0.2994579945799458,0
93,9,0.3485064011379801,0
94,9,0.3602391629297459,1
95,9,0.4185667752442997,0
96,9,0.35488505747126436,0
97,9,0.2836065573770492,0
98,9,0.3551829268292683,0
99,9,0.37119113573407203,0
100,9,0.32781954887218046,0
1,10,0.29821958456973297,0
2,10,0.3081664098613251,1
3,10,0.23950233281493002,0
4,10,0.26874115983026875,0
5,10,0.31523642732049034,0
6,10,0.27946127946127947,0
7,10,0.2888086642599278,0
8,10,0.31121642969984203,0
9,10,0.3591682419659735,0
11,10,0.2814070351758794,0
12,10,0.3333333333333333,0
13,10,0.28826151560178304,0
14,10,0.29900332225913623,0
15,10,0.2841269841269841,0
16,10,0.32461538461538464,0
17,10,0.3885480572597137,0
18,10,0.3081761006289308,0
19,10,0.30849220103986136,0
20,10,0.3389830508474576,0
21,10,0.3164179104477612,0
22,10,0.20757825370675453,0
23,10,0.39138240574506283,0
24,10,0.2876923076923077,1
25,10,0.30247933884297523,0
26,10,0.3109656301145663,1
27,10,0.24275862068965517,0
28,10,0.24428571428571427,1
29,10,0.22205438066465258,0
30,10,0.2561576354679803,0
31,10,0.30990415335463256,0
32,10,0.2665639445300462,0
33,10,0.24964336661911554,0
34,10,0.31305903398926654,0
35,10,0.35074626865671643,0
36,10,0.30793650793650795,1
37,10,0.32784184514003295,0
38,10,0.30014224751066854,0
39,10,0.3298429319371728,0
40,10,0.3402777777777778,0
41,10,0.26564673157162727,0
42,10,0.33225806451612905,1
43,10,0.2721518987341772,0
44,10,0.3102362204724409,0
